"icao","iata","name","city","country","latitude","longitude"
"PAGS","GST","Gustavus Airport","Gustavus","United States","58.4253006","-135.7070007"
"PAGT","NME","Nightmute Airport","Nightmute","United States","60.47100067","-164.701004"
"PAGX","KGX","Grayling Airport","Grayling","United States","62.895187","-160.066289"
"PAGY","SGY","Skagway Airport","Skagway","United States","59.46009827","-135.3159943"
"PAGZ","GMT","Granite Mountain Air Station","Granite Mountain","United States","65.40209961","-161.2810059"
"PAHC","HCR","Holy Cross Airport","Holy Cross","United States","62.18830109","-159.7749939"
"PAHE","HNE","Tahneta Pass Airport","Tahneta Pass Lodge","United States","61.90140152","-147.3040009"
"PAHL","HSL","Huslia Airport","Huslia","United States","65.69789886","-156.3509979"
"PAHN","HNS","Haines Airport","Haines","United States","59.24380112","-135.5240021"
"PAHO","HOM","Homer Airport","Homer","United States","59.64559937","-151.477005"
"PAHP","HPB","Hooper Bay Airport","Hooper Bay","United States","61.52389908","-166.1470032"
"PAHU","HUS","Hughes Airport","Hughes","United States","66.04109955","-154.2630005"
"PAHV","","Healy River Airport","Healy","United States","63.86619949","-148.9689941"
"PAHX","SHX","Shageluk Airport","Shageluk","United States","62.69229889","-159.5690002"
"PAHY","HYG","Hydaburg Seaplane Base","Hydaburg","United States","55.20629883","-132.8280029"
"PAIG","IGG","Igiugig Airport","Igiugig","United States","59.32400131","-155.9019928"
"PAII","EGX","Egegik Airport","Egegik","United States","58.1855011","-157.375"
"PAIK","IAN","Bob Baker Memorial Airport","Kiana","United States","66.97599792","-160.4369965"
"PAIL","ILI","Iliamna Airport","Iliamna","United States","59.75439835","-154.9109955"
"PAIM","UTO","Indian Mountain LRRS Airport","Indian Mountains","United States","65.99279785","-153.7039948"
"PAIN","MCL","McKinley National Park Airport","McKinley Park","United States","63.73260117","-148.9109955"
"PAIW","WAA","Wales Airport","Wales","United States","65.622593","-168.095"
"PAJN","JNU","Juneau International Airport","Juneau","United States","58.35499954","-134.576004"
"PAJZ","KGK","Koliganek Airport","Koliganek","United States","59.72660065","-157.2590027"
"PAKA","TEK","Tatitlek Airport","Tatitlek","United States","60.871449","-146.690297"
"PAKD","KDK","Kodiak Municipal Airport","Kodiak","United States","57.80590057","-152.3739929"
"PAKF","KFP","False Pass Airport","False Pass","United States","54.84740067","-163.4100037"
"PAKH","AKK","Akhiok Airport","Akhiok","United States","56.93870163","-154.1829987"
"PAKI","KPN","Kipnuk Airport","Kipnuk","United States","59.93299866","-164.0310059"
"PAKK","KKA","Koyuk Alfred Adams Airport","Koyuk","United States","64.9394989","-161.154007"
"PAKL","LKK","Kulik Lake Airport","Kulik Lake","United States","58.98210144","-155.1210022"
"PAKN","AKN","King Salmon Airport","King Salmon","United States","58.67679977","-156.6490021"
"PAKO","IKO","Nikolski Air Station","Nikolski","United States","52.9416008","-168.848999"
"PAKP","AKP","Anaktuvuk Pass Airport","Anaktuvuk Pass","United States","68.13359833","-151.7429962"
"PAKT","KTN","Ketchikan International Airport","Ketchikan","United States","55.35559845","-131.7140045"
"PAKU","UUK","Ugnu-Kuparuk Airport","Kuparuk","United States","70.33080292","-149.5980072"
"PAKV","KAL","Kaltag Airport","Kaltag","United States","64.31909943","-158.7409973"
"PAKW","KLW","Klawock Airport","Klawock","United States","55.57920074","-133.076004"
"PAKY","KYK","Karluk Airport","Karluk","United States","57.56710052","-154.4499969"
"PALB","KLN","Larsen Bay Airport","Larsen Bay","United States","57.53509903","-153.9779968"
"PALG","KLG","Kalskag Airport","Kalskag","United States","61.53630066","-160.3410034"
"PALH","","Lake Hood Airport","Anchorage","United States","61.186946","-149.965442"
"PALJ","PTA","Port Alsworth Airport","Port alsworth","United States","60.201681","-154.325863"
"PALN","LNI","Lonely Air Station","Lonely","United States","70.91069794","-153.2420044"
"PALP","DQH","Alpine Airstrip","Deadhorse","United States","70.34429932","-150.9450073"
"PALR","WCR","Chandalar Lake Airport","Chandalar Lake","United States","67.50450134","-148.4830017"
"PALU","LUR","Cape Lisburne LRRS Airport","Cape Lisburne","United States","68.87509918","-166.1100006"
"PAMB","KMO","Manokotak Airport","Manokotak","United States","58.99020004","-159.0500031"
"PAMC","MCG","McGrath Airport","Mcgrath","United States","62.95289993","-155.6060028"
"PAMD","MDO","Middleton Island Airport","Middleton Island","United States","59.44990158","-146.3070068"
"PAMH","LMA","Minchumina Airport","Lake Minchumina","United States","63.886002","-152.302002"
"PAMK","SMK","St Michael Airport","St. Michael","United States","63.49010086","-162.1100006"
"PAML","MLY","Manley Hot Springs Airport","Manley Hot Springs","United States","64.99759674","-150.6439972"
"PAMM","MTM","Metlakatla Seaplane Base","Metakatla","United States","55.131001","-131.578003"
"PAMO","MOU","Mountain Village Airport","Mountain Village","United States","62.09540176","-163.6820068"
"PAMR","MRI","Merrill Field","Anchorage","United States","61.21350098","-149.8439941"
"PAMX","MXY","Mc Carthy Airport","Mccarthy","United States","61.43709946","-142.904007"
"PAMY","MYU","Mekoryuk Airport","Mekoryuk","United States","60.37139893","-166.2709961"
"PANA","WNA","Napakiak Airport","Napakiak","United States","60.69029999","-161.9790039"
"PANC","ANC","Ted Stevens Anchorage International Airport","Anchorage","United States","61.17440033","-149.9960022"
"PANI","ANI","Aniak Airport","Aniak","United States","61.58160019","-159.5429993"
"PANN","ENN","Nenana Municipal Airport","Nenana","United States","64.54730225","-149.0740051"
"PANO","NNL","Nondalton Airport","Nondalton","United States","59.98020172","-154.8390045"
"PANR","FNR","Funter Bay Seaplane Base","Funter Bay","United States","58.25439835","-134.897995"
"PANT","ANN","Annette Island Airport","Annette Island","United States","55.04240036","-131.5720062"
"PANU","NUL","Nulato Airport","Nulato","United States","64.729301","-158.074005"
"PANV","ANV","Anvik Airport","Anvik","United States","62.646702","-160.190994"
"PANW","KNW","New Stuyahok Airport","New Stuyahok","United States","59.44990158","-157.3280029"
"PAOB","OBU","Kobuk Airport","Kobuk","United States","66.91230011","-156.8970032"
"PAOC","PCA","Portage Creek Airport","Portage Creek","United States","58.9065","-157.714"
"PAOH","HNH","Hoonah Airport","Hoonah","United States","58.0961","-135.410111"
"PAOM","OME","Nome Airport","Nome","United States","64.5121994","-165.4450073"
"PAOO","OOK","Toksook Bay Airport","Toksook Bay","United States","60.54140091","-165.0870056"
"PAOR","ORT","Northway Airport","Northway","United States","62.9612999","-141.9290009"
"PAOT","OTZ","Ralph Wien Memorial Airport","Kotzebue","United States","66.88469696","-162.598999"
"PAOU","NLG","Nelson Lagoon Airport","Nelson Lagoon","United States","56.00749969","-161.1600037"
"PAPB","STG","St George Airport","Point Barrow","United States","56.57830048","-169.6620026"
"PAPC","KPC","Port Clarence Coast Guard Station","Port Clarence","United States","65.25370026","-166.8589935"
"PAPE","KPV","Perryville Airport","Perryville","United States","55.905998","-159.162993"
"PAPG","PSG","Petersburg James A Johnson Airport","Petersburg","United States","56.80170059","-132.9450073"
"PAPH","PTH","Port Heiden Airport","Port Heiden","United States","56.95909882","-158.6329956"
"PAPK","PKA","Napaskiak Airport","Napaskiak","United States","60.70289993","-161.7779999"
"PAPM","PTU","Platinum Airport","Port Moller","United States","59.01139832","-161.8200073"
"PAPN","PIP","Pilot Point Airport","Pilot Point","United States","57.58039856","-157.5720062"
"PAPO","PHO","Point Hope Airport","Point Hope","United States","68.34880066","-166.798996"
"PAPR","PPC","Prospect Creek Airport","Prospect Creek","United States","66.81410217","-150.6439972"
"PAQC","","Klawock Seaplane Base","Klawock","United States","55.55469894","-133.102005"
"PAQH","KWN","Quinhagak Airport","Quinhagak","United States","59.7551","-161.845"
"PAQT","NUI","Nuiqsut Airport","Nuiqsut","United States","70.20999908","-151.0059967"
"PARC","ARC","Arctic Village Airport","Arctic Village","United States","68.1147","-145.578995"
"PARS","RSH","Russian Mission Airport","Russian Mission","United States","61.77888489","-161.319458"
"PARY","RBY","Ruby Airport","Ruby","United States","64.72720337","-155.4700012"
"PASA","SVA","Savoonga Airport","Savoonga","United States","63.68640137","-170.4929962"
"PASC","SCC","Deadhorse Airport","Deadhorse","United States","70.19470215","-148.4649963"
"PASD","SDP","Sand Point Airport","Sand Point","United States","55.31499863","-160.522995"
"PASH","SHH","Shishmaref Airport","Shishmaref","United States","66.249604","-166.089112"
"PASI","SIT","Sitka Rocky Gutierrez Airport","Sitka","United States","57.04710007","-135.3619995"
"PASK","WLK","Selawik Airport","Selawik","United States","66.60009766","-159.9859924"
"PASL","SLQ","Sleetmute Airport","Sleetmute","United States","61.70050049","-157.1660004"
"PASM","KSM","St Mary's Airport","St Mary's","United States","62.0605011","-163.302002"
"PASN","SNP","St Paul Island Airport","St. Paul Island","United States","57.16730118","-170.2200012"
"PASO","SOV","Seldovia Airport","Seldovia","United States","59.44240189","-151.7039948"
"PASP","SMU","Sheep Mountain Airport","Sheep Mountain","United States","61.81200027","-147.5070038"
"PAST","UMM","Summit Airport","Summit","United States","63.33150101","-149.1269989"
"PASV","SVW","Sparrevohn LRRS Airport","Sparrevohn","United States","61.09740067","-155.5740051"
"PASW","SKW","Skwentna Airport","Skwentna","United States","61.96530151","-151.1909943"
"PASX","SXQ","Soldotna Airport","Soldotna","United States","60.47570038","-151.0339966"
"PASY","SYA","Eareckson Air Station","Shemya","United States","52.71229935","174.1139984"
"PATA","TAL","Ralph M Calhoun Memorial Airport","Tanana","United States","65.17440033","-152.1089935"
"PATC","TNC","Tin City Long Range Radar Station Airport","Tin City","United States","65.56310272","-167.9219971"
"PATE","TLA","Teller Airport","Teller","United States","65.24040222","-166.3390045"
"PATG","TOG","Togiak Airport","Togiak Village","United States","59.05279922","-160.3970032"
"PATJ","","Tok Airport","Tok","United States","63.303333","-143.001111"
"PATK","TKA","Talkeetna Airport","Talkeetna","United States","62.32049942","-150.0939941"
"PATL","TLJ","Tatalina LRRS Airport","Tatalina","United States","62.89440155","-155.977005"
"PATQ","ATK","Atqasuk Edward Burnell Sr Memorial Airport","Atqasuk","United States","70.46730042","-157.4360046"
"PAUK","AUK","Alakanuk Airport","Alakanuk","United States","62.68004227","-164.6599274"
"PAUM","UMT","Umiat Airport","Umiat","United States","69.37110138","-152.1360016"
"PAUN","UNK","Unalakleet Airport","Unalakleet","United States","63.88840103","-160.798996"
"PAUO","WOW","Willow Airport","Willow","United States","61.75419998","-150.052002"
"PAVA","VAK","Chevak Airport","Chevak","United States","61.5409","-165.6005"
"PAVC","KVC","King Cove Airport","King Cove","United States","55.11629868","-162.2660065"
"PAVD","VDZ","Valdez Pioneer Field","Valdez","United States","61.13389969","-146.2480011"
"PAVE","VEE","Venetie Airport","Venetie","United States","67.00869751","-146.3659973"
"PAVL","KVL","Kivalina Airport","Kivalina","United States","67.73619843","-164.5630035"
"PAWB","WBQ","Beaver Airport","Beaver","United States","66.36219788","-147.4069977"
"PAWD","SWD","Seward Airport","Seward","United States","60.12689972","-149.4190063"
"PAWG","WRG","Wrangell Airport","Wrangell","United States","56.48429871","-132.3699951"
"PAWI","AIN","Wainwright Airport","Wainwright","United States","70.63800049","-159.9949951"
"PAWM","WMO","White Mountain Airport","White Mountain","United States","64.68920136","-163.4129944"
"PAWN","WTK","Noatak Airport","Noatak","United States","67.56610107","-162.9750061"
"PAWR","","Whittier Airport","Whittier","United States","60.77719879","-148.7220001"
"PAWS","WWA","Wasilla Airport","Wasilla","United States","61.57170105","-149.5399933"
"PAWT","","Wainwright Air Station","Fort Wainwright","United States","70.61340332","-159.8600006"
"PAYA","YAK","Yakutat Airport","Yakutat","United States","59.50329971","-139.6600037"
"PCIS","CIS","Canton Island Airport","Canton Island","Kiribati","-2.76812005","-171.7100067"
"PFAK","AKI","Akiak Airport","Akiak","United States","60.9029007","-161.2310028"
"PFAL","AET","Allakaket Airport","Allakaket","United States","66.55180359","-152.621994"
"PFCB","NCN","Chenega Bay Airport","Chenega","United States","60.07730103","-147.9920044"
"PFCL","CLP","Clarks Point Airport","Clarks Point","United States","58.83369827","-158.529007"
"PFEL","ELI","Elim Airport","Elim","United States","64.61470032","-162.2720032"
"PFKA","KUK","Kasigluk Airport","Kasigluk","United States","60.87440109","-162.5240021"
"PFKK","KNK","Kokhanok Airport","Kokhanok","United States","59.43320084","-154.8040009"
"PFKO","KOT","Kotlik Airport","Kotlik","United States","63.0306015","-163.5330048"
"PFKT","KTS","Brevig Mission Airport","Brevig Mission","United States","65.33129883","-166.4660034"
"PFKU","KYU","Koyukuk Airport","Koyukuk","United States","64.87609863","-157.727005"
"PFKW","KWT","Kwethluk Airport","Kwethluk","United States","60.79029846","-161.4440002"
"PFNO","ORV","Robert (Bob) Curtis Memorial Airport","Noorvik","United States","66.81790161","-161.0189972"
"PFSH","SKK","Shaktoolik Airport","Shaktoolik","United States","64.37110138","-161.223999"
"PFTO","TKJ","Tok Junction Airport","Tok","United States","63.32949829","-142.9539948"
"PFWS","WSN","South Naknek Nr 2 Airport","South Naknek","United States","58.70339966","-157.0079956"
"PFYU","FYU","Fort Yukon Airport","Fort Yukon","United States","66.57150269","-145.25"
"PGRO","ROP","Rota International Airport","Rota","Northern Mariana Islands","14.17430019","145.2429962"
"PGSN","SPN","Saipan International Airport","Saipan","Northern Mariana Islands","15.119","145.729004"
"PGUA","UAM","Andersen Air Force Base","Andersen","Guam","13.584","144.929998"
"PGUM","GUM","Antonio B. Won Pat International Airport","Agana","Guam","13.48340034","144.7960052"
"PGWT","TIQ","Tinian International Airport","West Tinian","Northern Mariana Islands","14.99919987","145.6190033"
"PHBK","BKH","Barking Sands Airport","Barking Sands","United States","22.02280045","-159.7850037"
"PHDH","HDH","Dillingham Airfield","Dillingham","United States","21.5795002","-158.1970062"
"PHHI","HHI","Wheeler Army Airfield","Wahiawa","United States","21.48349953","-158.0399933"
"PHHN","HNM","Hana Airport","Hana","United States","20.79560089","-156.0140076"
"PHJH","JHM","Kapalua Airport","Lahania-kapalua","United States","20.96290016","-156.6730042"
"PHJR","JRF","Kalaeloa Airport","Kapolei","United States","21.3074","-158.070009"
"PHKO","KOA","Ellison Onizuka Kona International At Keahole Airport","Kona","United States","19.738783","-156.045603"
"PHLI","LIH","Lihue Airport","Lihue","United States","21.97599983","-159.3390045"
"PHLU","LUP","Kalaupapa Airport","Molokai","United States","21.21100044","-156.973999"
"PHMK","MKK","Molokai Airport","Molokai","United States","21.1529007","-157.095993"
"PHMU","MUE","Waimea Kohala Airport","Kamuela","United States","20.00130081","-155.6679993"
"PHNG","NGF","Kaneohe Bay MCAS (Marion E. Carl Field) Airport","Kaneohe Bay","United States","21.45050049","-157.7680054"
"PHNL","HNL","Daniel K Inouye International Airport","Honolulu","United States","21.32062","-157.924228"
"PHNY","LNY","Lanai Airport","Lanai","United States","20.78560066","-156.951004"
"PHOG","OGG","Kahului Airport","Kahului","United States","20.8986","-156.429993"
"PHPA","PAK","Port Allen Airport","Hanapepe","United States","21.89690018","-159.6029968"
"PHSF","BSF","Bradshaw Army Airfield","Bradshaw Field","United States","19.76009941","-155.5540009"
"PHTO","ITO","Hilo International Airport","Hilo","United States","19.72139931","-155.0480042"
"PHUP","UPP","Upolu Airport","Opolu","United States","20.26530075","-155.8600006"
"PJON","JON","Johnston Atoll Airport","Johnston Island","Johnston Atoll","16.72859955","-169.5339966"
"PKMA","ENT","Eniwetok Airport","Eniwetok Atoll","Marshall Islands","11.34070015","162.3280029"
"PKMJ","MAJ","Marshall Islands International Airport","Majuro","Marshall Islands","7.064760208","171.2720032"
"PKRO","","Dyess Army Air Field","Kwajalein","Marshall Islands","9.396889687","167.470993"
"PKSA","KAI","Kaieteur International Airport","Kaieteur","Guyana","5.172754765","-59.49148178"
"PKWA","KWA","Bucholz Army Air Field","Kwajalein","Marshall Islands","8.72012043","167.7319946"
"PLCH","CXI","Cassidy International Airport","Kiritimati","Kiribati","1.98616004","-157.3500061"
"PLFA","TNV","Tabuaeran Island Airport","Tabuaeran Island","Kiribati","3.89944005","-159.3890076"
"PLWN","TNQ","Washington Island Airstrip","Teraina","Kiribati","4.698359","-160.394376"
"PMDY","MDY","Henderson Field","Midway","Midway Islands","28.20170021","-177.3809967"
"PPCT","TCT","Takotna Airport","Takotna","United States","62.993206","-156.029026"
"PPIT","NUP","Nunapitchuk Airport","Nunapitchuk","United States","60.905591","-162.440454"
"PPIZ","PIZ","Point Lay LRRS Airport","Point Lay","United States","69.73290253","-163.0050049"
"PRNO","XSO","Siocon Airport","","Philippines","7.710481328","122.1611881"
"PTKK","TKK","Chuuk International Airport","Chuuk","Micronesia","7.461870193","151.8430023"
"PTPN","PNI","Pohnpei International Airport","Pohnpei","Micronesia","6.985099792","158.2089996"
"PTRO","ROR","Babelthuap Airport","Babelthuap","Palau","7.36731","134.544236"
"PTSA","KSA","Kosrae International Airport","Kosrae","Micronesia","5.35698","162.957993"
"PTYA","YAP","Yap International Airport","Yap","Micronesia","9.49891","138.082993"
"PWAK","AWK","Wake Island Airfield","Wake island","Wake Island","19.28210068","166.6360016"
"RCAY","","Gangshan Air Force Base","Gangshan","Taiwan","22.78249931","120.2630005"
"RCBS","KNH","Kinmen Airport","Kinmen","Taiwan","24.4279","118.359001"
"RCCM","CMJ","Chi Mei Airport","Cimei","Taiwan","23.21310043","119.4179993"
"RCDC","","Pingtung South Airport","Pingtung","Taiwan","22.67239952","120.461998"
"RCDI","","Longtan Air Base","Longtang","Taiwan","24.85510063","121.237999"
